strategy,person_id,age_band,gender,region,urbanicity,digital_engagement_score,concept_interest_0_10,likely_to_try
Quota,P47502,35-44,Man,North,Urban,80.9,7.5,1
Quota,P25693,35-44,Man,South,Urban,68.5,5.1,0
Quota,P35505,35-44,Man,South,Urban,66.8,5.7,0
Quota,P47022,35-44,Man,North,Urban,70.8,7.8,1
Quota,P31965,35-44,Man,London,Urban,88.0,7.0,1
Quota,P41186,35-44,Man,North,Urban,69.5,8.6,1
Quota,P03709,35-44,Man,Scotland/Wales,Urban,66.0,3.1,0
Quota,P28817,35-44,Man,Scotland/Wales,Urban,71.9,5.1,0
Quota,P11754,35-44,Man,London,Rural / small town,57.8,4.9,0
Quota,P44610,35-44,Man,North,Urban,70.9,4.1,0
Quota,P36817,35-44,Man,Midlands,Urban,70.9,6.3,0
Quota,P34799,35-44,Man,South,Urban,100.0,6.0,0
Quota,P39723,35-44,Man,South,Urban,82.7,7.2,1
Quota,P43451,35-44,Man,South,Urban,80.7,7.8,1
Quota,P17270,35-44,Man,North,Urban,62.0,4.3,0
Quota,P15141,35-44,Man,South,Rural / small town,74.2,8.3,1
Quota,P41439,35-44,Man,Scotland/Wales,Urban,63.8,7.1,1
Quota,P49804,35-44,Man,Midlands,Rural / small town,79.2,4.5,0
Quota,P09233,35-44,Man,North,Rural / small town,56.0,3.3,0
Quota,P43680,35-44,Man,Midlands,Urban,61.5,5.2,0
Quota,P22191,35-44,Man,Midlands,Urban,75.0,6.0,0
Quota,P35216,35-44,Man,Scotland/Wales,Rural / small town,51.6,2.8,0
Quota,P18037,35-44,Man,North,Urban,81.2,5.4,0
Quota,P00469,35-44,Man,Scotland/Wales,Urban,78.4,7.6,1
Quota,P06163,35-44,Man,South,Urban,86.3,4.0,0
Quota,P35887,35-44,Man,North,Urban,84.3,6.6,0
Quota,P03633,35-44,Man,Midlands,Urban,79.1,5.6,0
Quota,P08417,35-44,Man,South,Urban,79.6,5.8,0
Quota,P35997,35-44,Man,Midlands,Urban,67.7,3.7,0
Quota,P34747,35-44,Man,South,Urban,75.5,5.6,0
Quota,P08757,35-44,Man,South,Urban,77.1,4.1,0
Quota,P10556,35-44,Man,Midlands,Urban,83.0,3.3,0
Quota,P19587,35-44,Man,Scotland/Wales,Urban,76.5,6.5,0
Quota,P20589,35-44,Man,Midlands,Urban,69.8,6.3,0
Quota,P37892,35-44,Man,South,Urban,57.7,4.6,0
Quota,P21352,35-44,Man,Midlands,Urban,51.3,7.0,1
Quota,P06776,35-44,Man,South,Urban,60.8,5.9,0
Quota,P42601,35-44,Man,South,Urban,85.0,7.9,1
Quota,P25370,35-44,Man,London,Urban,93.9,6.5,0
Quota,P07369,35-44,Man,South,Rural / small town,66.3,5.6,0
Quota,P01204,35-44,Man,London,Urban,62.8,5.2,0
Quota,P31687,35-44,Man,South,Urban,75.8,4.7,0
Quota,P44215,35-44,Man,London,Urban,81.9,8.4,1
Quota,P45413,35-44,Man,North,Urban,65.0,3.6,0
Quota,P46779,35-44,Man,South,Rural / small town,49.1,3.3,0
Quota,P01069,35-44,Man,North,Rural / small town,88.8,10.0,1
Quota,P32590,35-44,Man,London,Urban,72.7,5.6,0
Quota,P35947,35-44,Man,North,Urban,75.5,5.9,0
Quota,P32183,35-44,Man,Scotland/Wales,Urban,65.1,4.9,0
Quota,P07741,35-44,Man,South,Urban,85.6,7.8,1
Quota,P11687,35-44,Non-binary / other,Midlands,Rural / small town,60.8,2.1,0
Quota,P28033,35-44,Non-binary / other,Midlands,Urban,75.0,5.0,0
Quota,P47336,35-44,Non-binary / other,Midlands,Rural / small town,51.6,3.1,0
Quota,P00481,35-44,Woman,London,Urban,60.8,6.7,0
Quota,P10908,35-44,Woman,North,Urban,77.8,5.3,0
Quota,P43182,35-44,Woman,North,Urban,88.5,4.4,0
Quota,P39013,35-44,Woman,South,Urban,85.6,5.5,0
Quota,P16510,35-44,Woman,North,Urban,91.3,3.7,0
Quota,P19102,35-44,Woman,London,Urban,83.7,3.4,0
Quota,P07165,35-44,Woman,North,Urban,69.0,6.4,0
Quota,P12844,35-44,Woman,Midlands,Rural / small town,59.9,4.1,0
Quota,P16484,35-44,Woman,Scotland/Wales,Urban,72.5,7.2,1
Quota,P35524,35-44,Woman,South,Urban,78.8,7.4,1
Quota,P36217,35-44,Woman,Scotland/Wales,Rural / small town,76.5,3.0,0
Quota,P35757,35-44,Woman,North,Rural / small town,81.1,6.0,0
Quota,P36237,35-44,Woman,North,Urban,83.7,4.3,0
Quota,P25299,35-44,Woman,South,Rural / small town,77.3,6.2,0
Quota,P31984,35-44,Woman,South,Urban,96.0,6.7,0
Quota,P32462,35-44,Woman,North,Urban,45.3,4.1,0
Quota,P21705,35-44,Woman,South,Urban,66.8,4.1,0
Quota,P14947,35-44,Woman,Scotland/Wales,Urban,79.4,1.6,0
Quota,P35220,35-44,Woman,London,Urban,50.6,3.1,0
Quota,P43847,35-44,Woman,South,Urban,59.6,3.2,0
Quota,P46520,35-44,Woman,North,Urban,66.0,3.9,0
Quota,P45709,35-44,Woman,South,Urban,84.0,6.5,0
Quota,P26731,35-44,Woman,South,Rural / small town,47.2,4.3,0
Quota,P24743,35-44,Woman,London,Urban,71.2,4.9,0
Quota,P02886,35-44,Woman,North,Urban,74.1,4.6,0
Quota,P23765,35-44,Woman,Midlands,Urban,82.9,8.9,1
Quota,P08950,35-44,Woman,Midlands,Rural / small town,58.4,6.2,0
Quota,P26328,35-44,Woman,North,Urban,80.3,3.4,0
Quota,P28583,35-44,Woman,Midlands,Rural / small town,73.6,2.7,0
Quota,P19073,35-44,Woman,South,Rural / small town,64.1,4.9,0
Quota,P11877,35-44,Woman,South,Urban,69.7,4.7,0
Quota,P28804,35-44,Woman,South,Urban,60.8,2.9,0
Quota,P12661,35-44,Woman,Midlands,Urban,74.2,5.5,0
Quota,P28116,35-44,Woman,South,Urban,100.0,6.0,0
Quota,P12193,35-44,Woman,Midlands,Urban,71.5,4.9,0
Quota,P25271,35-44,Woman,North,Urban,68.7,5.0,0
Quota,P31702,35-44,Woman,Scotland/Wales,Urban,81.1,6.0,0
Quota,P49354,35-44,Woman,South,Urban,73.6,8.2,1
Quota,P34701,35-44,Woman,Midlands,Urban,86.9,7.8,1
Quota,P07156,35-44,Woman,North,Rural / small town,65.6,5.7,0
Quota,P23669,35-44,Woman,South,Urban,85.4,5.4,0
Quota,P12693,35-44,Woman,South,Urban,85.5,6.0,0
Quota,P20158,35-44,Woman,Scotland/Wales,Urban,73.6,4.0,0
Quota,P09771,35-44,Woman,North,Urban,88.4,5.6,0
Quota,P14987,35-44,Woman,Midlands,Urban,100.0,5.1,0
Quota,P10833,35-44,Woman,Midlands,Urban,82.0,7.7,1
Quota,P02093,35-44,Woman,Midlands,Rural / small town,54.7,5.5,0
Quota,P15183,35-44,Woman,Scotland/Wales,Urban,60.0,5.1,0
Quota,P28682,35-44,Woman,South,Rural / small town,38.8,4.3,0
Quota,P08403,35-44,Woman,North,Urban,72.4,7.1,1
Quota,P42991,35-44,Woman,London,Urban,55.5,3.4,0
Quota,P47261,35-44,Woman,Scotland/Wales,Urban,73.8,5.8,0
Quota,P16961,35-44,Woman,South,Urban,87.0,4.9,0
Quota,P46231,35-44,Woman,London,Urban,78.6,5.3,0
Quota,P13450,35-44,Woman,Scotland/Wales,Rural / small town,73.9,4.5,0
Quota,P00436,35-44,Woman,South,Rural / small town,72.8,5.4,0
Quota,P26299,35-44,Woman,North,Urban,51.3,4.8,0
Quota,P06556,35-44,Woman,North,Urban,75.9,3.7,0
Quota,P25001,35-44,Woman,South,Urban,69.3,5.9,0
Quota,P41760,35-44,Woman,Midlands,Urban,75.0,3.4,0
Quota,P45139,35-44,Woman,North,Urban,71.5,7.0,1
Quota,P02523,35-44,Woman,South,Urban,62.9,6.9,0
Quota,P31769,35-44,Woman,North,Urban,91.7,5.8,0
Quota,P20311,35-44,Woman,Scotland/Wales,Urban,68.9,5.7,0
Quota,P40996,35-44,Woman,South,Rural / small town,57.2,4.7,0
Quota,P13157,35-44,Woman,North,Urban,70.8,2.7,0
Quota,P42513,35-44,Woman,North,Rural / small town,67.9,6.3,0
Quota,P14232,35-44,Woman,South,Urban,62.2,4.6,0
Quota,P13018,35-44,Woman,London,Rural / small town,46.8,5.3,0
Quota,P16262,35-44,Woman,North,Urban,71.4,8.0,1
Quota,P36035,35-44,Woman,South,Urban,71.7,4.9,0
Quota,P44112,35-44,Woman,London,Urban,87.9,6.8,0
Quota,P40937,35-44,Woman,Scotland/Wales,Urban,66.8,7.5,1
Quota,P12443,35-44,Woman,Scotland/Wales,Urban,62.4,5.8,0
Quota,P33832,35-44,Woman,South,Urban,94.3,7.6,1
Quota,P23473,35-44,Woman,Midlands,Urban,71.8,4.5,0
Quota,P04168,35-44,Woman,Midlands,Rural / small town,60.5,5.2,0
Quota,P38602,45-54,Man,Scotland/Wales,Urban,76.1,5.1,0
Quota,P28670,45-54,Man,South,Urban,78.3,4.5,0
Quota,P11495,45-54,Man,Midlands,Urban,62.3,5.0,0
Quota,P35412,45-54,Man,North,Urban,86.6,3.7,0
Quota,P44514,45-54,Man,Scotland/Wales,Rural / small town,54.7,2.6,0
Quota,P20538,45-54,Man,South,Urban,64.0,3.0,0
Quota,P05908,45-54,Man,South,Urban,49.3,4.6,0
Quota,P39001,45-54,Man,North,Urban,75.5,4.7,0
Quota,P44520,45-54,Man,Scotland/Wales,Rural / small town,47.8,4.2,0
Quota,P48148,45-54,Man,London,Urban,54.2,4.7,0
Quota,P00669,45-54,Man,London,Urban,58.9,5.5,0
Quota,P16990,45-54,Man,Midlands,Urban,75.3,7.7,1
Quota,P40838,45-54,Man,Midlands,Urban,53.6,2.5,0
Quota,P09636,45-54,Man,North,Urban,39.8,2.9,0
Quota,P37612,45-54,Man,Scotland/Wales,Urban,80.0,4.9,0
Quota,P32507,45-54,Man,Scotland/Wales,Urban,68.2,5.5,0
Quota,P00539,45-54,Man,South,Urban,68.9,5.4,0
Quota,P33789,45-54,Man,Midlands,Urban,63.3,8.0,1
Quota,P02073,45-54,Man,Scotland/Wales,Rural / small town,58.7,6.0,0
Quota,P40174,45-54,Man,North,Urban,71.4,7.3,1
Quota,P46038,45-54,Man,Midlands,Urban,95.7,6.7,0
Quota,P24369,45-54,Man,South,Urban,44.7,5.1,0
Quota,P45602,45-54,Man,South,Rural / small town,59.0,3.2,0
Quota,P16657,45-54,Man,North,Urban,58.1,6.6,0
Quota,P32848,45-54,Man,Scotland/Wales,Urban,76.0,9.1,1
Quota,P11550,45-54,Man,Scotland/Wales,Urban,46.1,3.7,0
Quota,P30782,45-54,Man,London,Urban,68.3,7.8,1
Quota,P26072,45-54,Man,Midlands,Rural / small town,51.7,5.7,0
Quota,P32052,45-54,Man,Midlands,Urban,77.8,6.4,0
Quota,P26304,45-54,Man,North,Urban,55.1,4.3,0
Quota,P26881,45-54,Man,North,Urban,66.0,3.7,0
Quota,P49875,45-54,Man,Midlands,Urban,78.2,5.1,0
Quota,P14988,45-54,Man,South,Rural / small town,58.1,4.9,0
Quota,P49518,45-54,Man,North,Urban,66.8,5.3,0
Quota,P16764,45-54,Man,South,Urban,83.7,1.9,0
Quota,P39327,45-54,Man,South,Urban,50.1,3.8,0
Quota,P24442,45-54,Man,Midlands,Urban,62.3,3.2,0
Quota,P20099,45-54,Man,Midlands,Urban,68.9,1.5,0
Quota,P39944,45-54,Man,London,Urban,58.7,3.7,0
Quota,P05673,45-54,Man,North,Rural / small town,51.9,3.4,0
Quota,P07472,45-54,Man,Scotland/Wales,Urban,61.7,4.1,0
Quota,P45089,45-54,Man,South,Urban,61.7,8.3,1
Quota,P34344,45-54,Man,North,Urban,62.9,3.6,0
Quota,P34181,45-54,Man,North,Urban,59.5,2.2,0
Quota,P05591,45-54,Man,Scotland/Wales,Urban,67.8,3.5,0
Quota,P02729,45-54,Man,North,Urban,65.0,4.1,0
Quota,P00153,45-54,Man,South,Urban,71.0,4.6,0
Quota,P16898,45-54,Man,London,Rural / small town,43.5,3.9,0
Quota,P08058,45-54,Man,North,Urban,64.6,5.9,0
Quota,P03239,45-54,Man,Scotland/Wales,Urban,67.5,7.0,1
Quota,P20136,45-54,Man,South,Urban,79.6,4.7,0
Quota,P10850,45-54,Man,North,Urban,60.3,7.2,1
Quota,P13074,45-54,Man,North,Urban,63.0,4.5,0
Quota,P36566,45-54,Man,Midlands,Urban,71.1,8.1,1
Quota,P33588,45-54,Man,South,Urban,57.6,5.5,0
Quota,P19418,45-54,Man,North,Urban,59.3,4.6,0
Quota,P41103,45-54,Man,South,Rural / small town,70.4,6.6,0
Quota,P07387,45-54,Man,North,Urban,36.4,4.8,0
Quota,P05190,45-54,Man,Scotland/Wales,Urban,77.4,6.8,0
Quota,P31051,45-54,Man,Midlands,Rural / small town,83.1,4.4,0
Quota,P13585,45-54,Man,Scotland/Wales,Rural / small town,63.7,2.2,0
Quota,P21584,45-54,Man,North,Rural / small town,55.1,3.2,0
Quota,P48021,45-54,Man,South,Urban,74.0,5.7,0
Quota,P25919,45-54,Man,North,Urban,70.7,6.1,0
Quota,P29235,45-54,Man,South,Urban,78.3,6.7,0
Quota,P09031,45-54,Man,South,Urban,69.6,3.9,0
Quota,P27288,45-54,Man,Scotland/Wales,Urban,75.5,6.6,0
Quota,P01090,45-54,Man,North,Rural / small town,67.5,6.4,0
Quota,P30714,45-54,Man,Scotland/Wales,Urban,80.2,7.5,1
Quota,P01975,45-54,Man,Midlands,Rural / small town,71.4,5.2,0
Quota,P12611,45-54,Non-binary / other,London,Urban,50.4,3.8,0
Quota,P42874,45-54,Non-binary / other,London,Urban,52.4,5.8,0
Quota,P25424,45-54,Non-binary / other,South,Rural / small town,59.7,6.5,0
Quota,P38847,45-54,Woman,North,Urban,88.9,6.2,0
Quota,P14199,45-54,Woman,South,Rural / small town,63.7,2.7,0
Quota,P45261,45-54,Woman,North,Urban,63.0,3.6,0
Quota,P02265,45-54,Woman,South,Urban,70.0,4.8,0
Quota,P05725,45-54,Woman,Midlands,Urban,63.4,4.4,0
Quota,P39217,45-54,Woman,Scotland/Wales,Urban,64.7,2.7,0
Quota,P42827,45-54,Woman,Scotland/Wales,Urban,72.2,3.8,0
Quota,P20383,45-54,Woman,Scotland/Wales,Urban,84.5,7.9,1
Quota,P41155,45-54,Woman,North,Urban,63.5,5.5,0
Quota,P03568,45-54,Woman,Midlands,Urban,68.3,5.2,0
Quota,P01298,45-54,Woman,North,Rural / small town,50.6,3.2,0
Quota,P37376,45-54,Woman,North,Urban,70.7,5.9,0
Quota,P40832,45-54,Woman,Scotland/Wales,Urban,64.4,7.6,1
Quota,P43613,45-54,Woman,North,Urban,60.5,6.0,0
Quota,P36475,45-54,Woman,North,Urban,47.1,4.5,0
Quota,P11638,45-54,Woman,Midlands,Rural / small town,82.5,3.9,0
Quota,P49712,45-54,Woman,North,Urban,59.9,5.5,0
Quota,P36582,45-54,Woman,South,Rural / small town,66.1,5.5,0
Quota,P42905,45-54,Woman,North,Urban,89.6,5.0,0
Quota,P24214,45-54,Woman,South,Urban,76.0,5.5,0
Quota,P11764,45-54,Woman,North,Urban,57.8,3.5,0
Quota,P46398,45-54,Woman,London,Urban,60.2,3.3,0
Quota,P22433,45-54,Woman,London,Urban,83.4,6.5,0
Quota,P09003,45-54,Woman,London,Urban,63.6,6.6,0
Quota,P40087,45-54,Woman,Midlands,Rural / small town,76.8,5.0,0
Quota,P14398,45-54,Woman,Midlands,Urban,66.7,7.1,1
Quota,P25098,45-54,Woman,South,Urban,64.7,4.3,0
Quota,P36766,45-54,Woman,Scotland/Wales,Urban,56.2,2.7,0
Quota,P00814,45-54,Woman,South,Rural / small town,54.0,6.0,0
Quota,P35788,45-54,Woman,North,Urban,57.2,4.4,0
Quota,P13798,45-54,Woman,Scotland/Wales,Urban,70.4,3.9,0
Quota,P17827,45-54,Woman,North,Urban,62.2,3.0,0
Quota,P10520,45-54,Woman,Midlands,Rural / small town,51.6,4.2,0
Quota,P06788,45-54,Woman,Scotland/Wales,Urban,50.8,5.3,0
Quota,P48110,45-54,Woman,South,Urban,58.3,5.3,0
Quota,P16546,45-54,Woman,Midlands,Urban,75.9,3.7,0
Quota,P43958,45-54,Woman,Midlands,Urban,67.8,6.0,0
Quota,P29723,45-54,Woman,North,Urban,67.2,3.3,0
Quota,P12892,45-54,Woman,South,Urban,77.3,-0.0,0
Quota,P37276,45-54,Woman,Midlands,Rural / small town,74.8,5.7,0
Quota,P06824,45-54,Woman,South,Urban,73.3,3.9,0
Quota,P38084,45-54,Woman,North,Rural / small town,64.8,6.5,0
Quota,P08024,45-54,Woman,London,Urban,68.1,5.5,0
Quota,P42630,45-54,Woman,North,Urban,72.5,4.3,0
Quota,P33590,45-54,Woman,Scotland/Wales,Urban,73.6,4.7,0
Quota,P28346,45-54,Woman,Midlands,Urban,66.2,5.4,0
Quota,P00353,45-54,Woman,London,Urban,61.4,6.7,0
Quota,P05243,45-54,Woman,South,Urban,48.9,6.4,0
Quota,P47953,45-54,Woman,North,Urban,65.7,4.0,0
Quota,P15031,45-54,Woman,Midlands,Urban,71.4,8.8,1
Quota,P17666,45-54,Woman,Midlands,Rural / small town,55.3,5.5,0
Quota,P05839,45-54,Woman,South,Urban,36.3,3.8,0
Quota,P37535,45-54,Woman,South,Rural / small town,63.2,2.1,0
Quota,P27277,45-54,Woman,North,Rural / small town,59.4,4.7,0
Quota,P37177,45-54,Woman,Scotland/Wales,Urban,61.7,6.9,0
Quota,P21983,45-54,Woman,North,Urban,78.8,3.8,0
Quota,P49869,45-54,Woman,Midlands,Urban,66.9,1.2,0
Quota,P45910,45-54,Woman,Midlands,Urban,95.2,5.5,0
Quota,P37399,45-54,Woman,London,Urban,65.8,5.1,0
Quota,P42671,45-54,Woman,Midlands,Urban,57.4,3.2,0
Quota,P18935,45-54,Woman,North,Urban,57.2,3.7,0
Quota,P12671,45-54,Woman,Midlands,Urban,59.0,5.4,0
Quota,P31489,45-54,Woman,Midlands,Urban,75.9,2.4,0
Quota,P39310,45-54,Woman,South,Urban,46.5,4.2,0
Quota,P23722,45-54,Woman,Scotland/Wales,Urban,62.9,3.5,0
Quota,P35116,45-54,Woman,Scotland/Wales,Urban,62.9,1.1,0
Quota,P01085,45-54,Woman,North,Urban,79.2,5.7,0
Quota,P31643,45-54,Woman,South,Rural / small town,62.0,2.5,0
Quota,P44862,45-54,Woman,London,Urban,68.4,6.0,0
Quota,P16322,45-54,Woman,Midlands,Urban,70.0,3.5,0
Quota,P27974,45-54,Woman,Midlands,Urban,35.8,4.9,0
Quota,P15275,45-54,Woman,London,Urban,83.1,4.8,0
Quota,P24413,55-64,Man,Scotland/Wales,Urban,43.6,4.2,0
Quota,P03767,55-64,Man,Scotland/Wales,Urban,60.4,5.8,0
Quota,P38604,55-64,Man,Midlands,Urban,81.9,5.4,0
Quota,P14873,55-64,Man,South,Urban,41.5,4.7,0
Quota,P25661,55-64,Man,Scotland/Wales,Urban,41.1,5.0,0
Quota,P21939,55-64,Man,South,Rural / small town,63.9,3.6,0
Quota,P16701,55-64,Man,South,Urban,51.9,3.9,0
Quota,P48743,55-64,Man,North,Urban,69.0,4.3,0
Quota,P39717,55-64,Man,Scotland/Wales,Urban,47.5,2.1,0
Quota,P25054,55-64,Man,South,Urban,46.9,1.5,0
Quota,P40124,55-64,Man,South,Urban,51.4,5.0,0
Quota,P17200,55-64,Man,South,Urban,47.8,3.9,0
Quota,P03242,55-64,Man,Midlands,Urban,65.2,3.5,0
Quota,P32612,55-64,Man,South,Urban,44.9,2.6,0
Quota,P42911,55-64,Man,South,Urban,46.6,6.0,0
Quota,P37308,55-64,Man,London,Urban,52.8,5.4,0
Quota,P26762,55-64,Man,London,Urban,74.8,4.6,0
Quota,P08570,55-64,Man,North,Urban,53.5,1.4,0
Quota,P11330,55-64,Man,North,Urban,53.4,4.6,0
Quota,P29413,55-64,Man,Scotland/Wales,Urban,57.4,3.4,0
Quota,P28054,55-64,Man,South,Urban,29.1,5.8,0
Quota,P23732,55-64,Man,South,Urban,66.6,3.8,0
Quota,P19864,55-64,Man,North,Urban,51.3,4.2,0
Quota,P11460,55-64,Man,Scotland/Wales,Rural / small town,29.4,4.1,0
Quota,P29486,55-64,Man,London,Urban,50.9,5.0,0
Quota,P38099,55-64,Man,North,Urban,50.5,7.9,1
Quota,P16413,55-64,Man,South,Urban,60.0,4.0,0
Quota,P49874,55-64,Man,South,Urban,55.3,3.2,0
Quota,P42444,55-64,Man,South,Urban,59.5,6.4,0
Quota,P00679,55-64,Man,Midlands,Urban,50.4,4.7,0
Quota,P00048,55-64,Man,South,Urban,61.6,3.5,0
Quota,P12460,55-64,Man,Scotland/Wales,Urban,54.8,4.8,0
Quota,P47452,55-64,Man,North,Urban,57.4,5.5,0
Quota,P39751,55-64,Man,London,Urban,38.4,3.4,0
Quota,P12829,55-64,Man,London,Urban,48.1,6.2,0
Quota,P06014,55-64,Man,North,Urban,58.8,1.6,0
Quota,P49964,55-64,Man,North,Rural / small town,62.1,2.9,0
Quota,P40314,55-64,Man,Midlands,Urban,73.5,4.5,0
Quota,P29760,55-64,Man,North,Rural / small town,56.2,5.5,0
Quota,P18948,55-64,Man,Midlands,Urban,54.0,4.2,0
Quota,P19158,55-64,Man,North,Urban,78.7,3.8,0
Quota,P39483,55-64,Man,London,Urban,75.1,7.8,1
Quota,P11433,55-64,Man,Scotland/Wales,Urban,52.2,4.9,0
Quota,P34972,55-64,Man,Midlands,Urban,47.6,3.3,0
Quota,P26925,55-64,Man,North,Urban,79.1,3.5,0
Quota,P42305,55-64,Man,North,Urban,64.3,2.9,0
Quota,P29178,55-64,Man,Midlands,Urban,56.7,3.3,0
Quota,P21179,55-64,Man,North,Urban,31.5,3.9,0
Quota,P46871,55-64,Man,North,Urban,41.4,5.4,0
Quota,P19371,55-64,Man,London,Urban,67.7,6.1,0
Quota,P31762,55-64,Man,North,Rural / small town,48.1,4.4,0
Quota,P33889,55-64,Man,London,Rural / small town,50.1,2.4,0
Quota,P13315,55-64,Man,South,Urban,64.3,3.2,0
Quota,P30390,55-64,Man,South,Urban,54.4,6.3,0
Quota,P34119,55-64,Man,North,Urban,69.3,1.2,0
Quota,P29751,55-64,Man,Scotland/Wales,Rural / small town,40.8,3.6,0
Quota,P14940,55-64,Man,Scotland/Wales,Rural / small town,43.9,2.4,0
Quota,P21146,55-64,Man,Midlands,Urban,61.9,2.7,0
Quota,P49505,55-64,Man,South,Urban,59.9,3.4,0
Quota,P43724,55-64,Man,London,Urban,66.2,3.5,0
Quota,P12087,55-64,Man,Midlands,Urban,40.1,3.7,0
Quota,P39487,55-64,Man,South,Urban,65.3,2.8,0
Quota,P18295,55-64,Man,London,Urban,36.2,3.4,0
Quota,P13998,55-64,Man,South,Urban,68.6,2.2,0
Quota,P27628,55-64,Man,North,Urban,35.8,3.6,0
Quota,P33070,55-64,Man,South,Urban,57.4,5.0,0
Quota,P45589,55-64,Non-binary / other,Midlands,Urban,38.8,3.3,0
Quota,P25599,55-64,Non-binary / other,North,Rural / small town,30.3,2.2,0
Quota,P16305,55-64,Non-binary / other,North,Urban,70.5,3.5,0
Quota,P36148,55-64,Woman,Midlands,Urban,60.8,3.3,0
Quota,P04465,55-64,Woman,South,Urban,79.4,5.1,0
Quota,P34884,55-64,Woman,North,Urban,51.2,5.4,0
Quota,P26544,55-64,Woman,London,Urban,68.8,7.7,1
Quota,P46911,55-64,Woman,North,Urban,53.6,3.7,0
Quota,P39636,55-64,Woman,London,Urban,57.5,3.4,0
Quota,P39092,55-64,Woman,London,Urban,67.6,6.4,0
Quota,P45396,55-64,Woman,London,Urban,47.5,3.7,0
Quota,P00045,55-64,Woman,South,Rural / small town,39.9,3.1,0
Quota,P30990,55-64,Woman,Scotland/Wales,Urban,49.2,2.4,0
Quota,P35716,55-64,Woman,London,Urban,62.4,1.5,0
Quota,P33657,55-64,Woman,South,Rural / small town,49.2,4.3,0
Quota,P38462,55-64,Woman,London,Urban,48.5,5.8,0
Quota,P30132,55-64,Woman,Scotland/Wales,Rural / small town,56.0,1.5,0
Quota,P41999,55-64,Woman,London,Urban,55.4,3.6,0
Quota,P22599,55-64,Woman,Midlands,Urban,56.6,5.1,0
Quota,P19753,55-64,Woman,Scotland/Wales,Urban,25.1,3.7,0
Quota,P18390,55-64,Woman,Scotland/Wales,Urban,63.2,3.7,0
Quota,P33572,55-64,Woman,South,Rural / small town,39.0,4.0,0
Quota,P18014,55-64,Woman,London,Urban,41.1,3.0,0
Quota,P02617,55-64,Woman,North,Urban,73.6,3.5,0
Quota,P13455,55-64,Woman,London,Urban,53.8,1.8,0
Quota,P42030,55-64,Woman,South,Urban,60.3,2.0,0
Quota,P24761,55-64,Woman,Midlands,Urban,72.8,7.0,1
Quota,P13480,55-64,Woman,Scotland/Wales,Urban,88.4,5.2,0
Quota,P06081,55-64,Woman,Midlands,Rural / small town,54.9,3.1,0
Quota,P11107,55-64,Woman,North,Urban,58.5,3.0,0
Quota,P15449,55-64,Woman,Scotland/Wales,Urban,57.0,4.6,0
Quota,P18599,55-64,Woman,North,Rural / small town,43.2,3.5,0
Quota,P49164,55-64,Woman,Midlands,Urban,45.5,3.4,0
Quota,P03856,55-64,Woman,London,Urban,53.4,3.1,0
Quota,P40882,55-64,Woman,South,Urban,58.2,3.7,0
Quota,P20385,55-64,Woman,South,Urban,65.2,5.4,0
Quota,P13849,55-64,Woman,North,Urban,95.5,3.7,0
Quota,P41624,55-64,Woman,Scotland/Wales,Urban,49.3,1.8,0
Quota,P25642,55-64,Woman,South,Urban,73.6,1.1,0
Quota,P11081,55-64,Woman,North,Urban,69.1,5.5,0
Quota,P27832,55-64,Woman,London,Urban,68.1,3.7,0
Quota,P03569,55-64,Woman,South,Urban,74.4,4.6,0
Quota,P09242,55-64,Woman,South,Urban,38.9,2.9,0
Quota,P42531,55-64,Woman,North,Urban,68.9,4.0,0
Quota,P41980,55-64,Woman,London,Urban,43.7,5.2,0
Quota,P26546,55-64,Woman,London,Urban,44.8,4.2,0
Quota,P28719,55-64,Woman,South,Urban,58.1,2.2,0
Quota,P24062,55-64,Woman,Scotland/Wales,Urban,42.4,5.1,0
Quota,P11745,55-64,Woman,South,Urban,64.2,4.1,0
Quota,P47150,55-64,Woman,North,Urban,78.9,5.7,0
Quota,P23026,55-64,Woman,London,Urban,72.9,6.4,0
Quota,P41869,55-64,Woman,Scotland/Wales,Urban,58.0,3.6,0
Quota,P24436,55-64,Woman,South,Urban,69.7,5.4,0
Quota,P48301,55-64,Woman,North,Rural / small town,55.7,2.4,0
Quota,P02143,55-64,Woman,Scotland/Wales,Rural / small town,28.3,3.1,0
Quota,P14039,55-64,Woman,North,Rural / small town,60.1,6.4,0
Quota,P48758,55-64,Woman,South,Urban,57.6,7.4,1
Quota,P20877,55-64,Woman,North,Urban,43.9,4.0,0
Quota,P04601,55-64,Woman,North,Urban,60.4,4.0,0
Quota,P21562,55-64,Woman,North,Urban,35.8,4.3,0
Quota,P42314,55-64,Woman,Midlands,Urban,69.2,3.8,0
Quota,P38484,55-64,Woman,Midlands,Urban,57.5,4.5,0
Quota,P27839,55-64,Woman,South,Rural / small town,56.3,6.1,0
Quota,P42972,55-64,Woman,South,Urban,34.0,4.8,0
Quota,P24225,55-64,Woman,Midlands,Urban,55.3,5.3,0
Quota,P20527,55-64,Woman,North,Urban,40.0,6.4,0
Quota,P14221,55-64,Woman,Midlands,Urban,45.8,6.0,0
Quota,P46003,55-64,Woman,North,Urban,40.5,4.7,0
Quota,P12834,55-64,Woman,Scotland/Wales,Urban,63.0,5.2,0
Quota,P12067,55-64,Woman,North,Urban,66.4,5.9,0
Quota,P33091,55-64,Woman,North,Urban,55.0,4.0,0
